Q	Names
q1492	Type.ForFunction Type.IsNullable
q1493	Type.AddTableKey Type.IsNullable
q1494	Type.IsNullable Type.ReplaceFacets
q1495	Table.FromRecords Table.RowCount Table.WithErrorContext
q1496	Value.Alternates
q1497	Value.Expression Value.Is
q1498	Type.IsNullable Type.ReplaceTableKeys
q1499	Type.IsNullable Type.ReplaceTablePartitionKey
q1500	Table.FromRecords Table.ReplaceKeys Table.RowCount
q1501	Table.FromRecords Table.ReplacePartitionKey Table.RowCount
q1502	Table.FromRecords Table.ReplaceRelationshipIdentity Table.RowCount
q1503	Table.FromRecords Table.ViewFunction Value.Is
q1505	Table.FilterWithDataTable Table.FromRecords Table.RowCount
q1506	Html.Table Table.RowCount Text.ToBinary TextEncoding.Utf8
q1507	Html.Table Table.RowCount Text.ToBinary TextEncoding.Utf8
q1508	Culture.Current Text.Length
q1509	Geography.FromWellKnownText
q1510	GeographyPoint.From
q1511	Geometry.FromWellKnownText
q1512	GeometryPoint.From
q1513	Geography.ToWellKnownText GeographyPoint.From
q1514	Geometry.ToWellKnownText GeometryPoint.From
q1515	Excel.ShapeTable Table.FromRecords Table.RowCount
q1516	Excel.Workbook Value.Is
q1517	Occurrence.Repeating Occurrence.Required
q1518	BinaryEncoding.Type Type.Is
q1519	RowExpression.From
q1520	RowExpression.From
q1521	RowExpression.From
q1522	RowExpression.From
q1523	RowExpression.From
q1524	RowExpression.From
q1525	ItemExpression.From
q1526	ItemExpression.Item
q1527	RowExpression.Row
q1528	RowExpression.Column
q1529	RowExpression.Column
q1530	Table.AddKey Table.FromRecords Table.RowCount
q1531	
q1532	
q1533	BinaryOccurrence.Type BufferMode.Type ByteOrder.Type Compression.Type CsvStyle.Type Day.Type ExtraValues.Type GroupKind.Type Guid.Type JoinAlgorithm.Type JoinKind.Type JoinSide.Type LimitClauseKind.Type MissingField.Type None.Type Occurrence.Type ODataOmitValues.Type Order.Type Password.Type PercentileMode.Type Precision.Type QuoteStyle.Type RankKind.Type RelativePosition.Type RoundingMode.Type SapBusinessWarehouseExecutionMode.Type SapHanaDistribution.Type SapHanaRangeOperator.Type TextEncoding.Type TraceLevel.Type Type.IsNullable Type.Type Uri.Type WebMethod.Type
q1534	AccessControlEntry.Type AccessControlKind.Type Certificate.Type Identity.Type IdentityProvider.Type Type.IsNullable
q1535	AccessControlKind.Allow AccessControlKind.Deny
q1536	Table.RowCount Text.ToBinary TextEncoding.Utf8 Xml.Document
q1537	Table.RowCount Text.ToBinary TextEncoding.Utf8 Xml.Tables
